 gdp_for_year ($) ,HDI for year,age,country,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"77,860,932,152",0.752,75+ years,Chile,5584,G.I. Generation,162328,male,40.66,66,2000
"77,860,932,152",0.752,55-74 years,Chile,5584,Silent,816437,male,26.21,214,2000
"77,860,932,152",0.752,25-34 years,Chile,5584,Generation X,1256699,male,24.27,305,2000
"77,860,932,152",0.752,35-54 years,Chile,5584,Boomers,1920281,male,23.8,457,2000
"77,860,932,152",0.752,15-24 years,Chile,5584,Generation X,1284868,male,16.81,216,2000
"77,860,932,152",0.752,55-74 years,Chile,5584,Silent,961724,female,4.16,40,2000
"77,860,932,152",0.752,15-24 years,Chile,5584,Generation X,1249702,female,3.84,48,2000
"77,860,932,152",0.752,35-54 years,Chile,5584,Boomers,1949811,female,3.59,70,2000
"77,860,932,152",0.752,25-34 years,Chile,5584,Generation X,1244402,female,3.05,38,2000
"77,860,932,152",0.752,75+ years,Chile,5584,G.I. Generation,277903,female,1.8,5,2000
"77,860,932,152",0.752,5-14 years,Chile,5584,Millenials,1433773,male,0.56,8,2000
"77,860,932,152",0.752,5-14 years,Chile,5584,Millenials,1385647,female,0.43,6,2000
"70,979,923,960",,75+ years,Chile,5020,Silent,170681,male,29.88,51,2001
"70,979,923,960",,55-74 years,Chile,5020,Silent,840928,male,28.42,239,2001
"70,979,923,960",,35-54 years,Chile,5020,Boomers,1973130,male,27.37,540,2001
"70,979,923,960",,25-34 years,Chile,5020,Generation X,1254746,male,23.67,297,2001
"70,979,923,960",,15-24 years,Chile,5020,Millenials,1302835,male,19.42,253,2001
"70,979,923,960",,15-24 years,Chile,5020,Millenials,1266054,female,4.74,60,2001
"70,979,923,960",,25-34 years,Chile,5020,Generation X,1241466,female,4.27,53,2001
"70,979,923,960",,35-54 years,Chile,5020,Boomers,2001968,female,4.25,85,2001
"70,979,923,960",,75+ years,Chile,5020,Silent,289839,female,2.07,6,2001
"70,979,923,960",,55-74 years,Chile,5020,Silent,986090,female,1.93,19,2001
"70,979,923,960",,5-14 years,Chile,5020,Millenials,1430077,male,0.84,12,2001
"70,979,923,960",,5-14 years,Chile,5020,Millenials,1381776,female,0.72,10,2001
"69,736,811,435",,75+ years,Chile,4866,Silent,178855,male,34.66,62,2002
"69,736,811,435",,55-74 years,Chile,4866,Silent,866261,male,25.63,222,2002
"69,736,811,435",,35-54 years,Chile,4866,Boomers,2027249,male,25.6,519,2002
"69,736,811,435",,25-34 years,Chile,4866,Generation X,1250576,male,23.67,296,2002
"69,736,811,435",,15-24 years,Chile,4866,Millenials,1324289,male,18.2,241,2002
"69,736,811,435",,35-54 years,Chile,4866,Boomers,2055488,female,4.91,101,2002
"69,736,811,435",,75+ years,Chile,4866,Silent,301961,female,4.31,13,2002
"69,736,811,435",,25-34 years,Chile,4866,Generation X,1236130,female,3.72,46,2002
"69,736,811,435",,15-24 years,Chile,4866,Millenials,1285841,female,3.66,47,2002
"69,736,811,435",,55-74 years,Chile,4866,Silent,1011017,female,3.36,34,2002
"69,736,811,435",,5-14 years,Chile,4866,Millenials,1421716,male,1.2,17,2002
"69,736,811,435",,5-14 years,Chile,4866,Millenials,1373457,female,0.36,5,2002
"75,643,459,840",,75+ years,Chile,5208,Silent,186783,male,36.41,68,2003
"75,643,459,840",,55-74 years,Chile,5208,Silent,893577,male,28.2,252,2003
"75,643,459,840",,35-54 years,Chile,5208,Boomers,2080845,male,25.09,522,2003
"75,643,459,840",,25-34 years,Chile,5208,Generation X,1245745,male,24.56,306,2003
"75,643,459,840",,15-24 years,Chile,5208,Millenials,1347509,male,17.37,234,2003
"75,643,459,840",,35-54 years,Chile,5208,Boomers,2108485,female,4.36,92,2003
"75,643,459,840",,25-34 years,Chile,5208,Generation X,1229939,female,4.31,53,2003
"75,643,459,840",,15-24 years,Chile,5208,Millenials,1307367,female,4.05,53,2003
"75,643,459,840",,75+ years,Chile,5208,Silent,314243,female,3.82,12,2003
"75,643,459,840",,55-74 years,Chile,5208,Silent,1037657,female,3.66,38,2003
"75,643,459,840",,5-14 years,Chile,5208,Millenials,1409825,male,1.42,20,2003
"75,643,459,840",,5-14 years,Chile,5208,Millenials,1361783,female,0.29,4,2003
"99,210,392,858",,75+ years,Chile,6744,Silent,194364,male,36.01,70,2004
"99,210,392,858",,55-74 years,Chile,6744,Silent,924415,male,25.96,240,2004
"99,210,392,858",,25-34 years,Chile,6744,Generation X,1242337,male,25.36,315,2004
"99,210,392,858",,35-54 years,Chile,6744,Boomers,2130985,male,25.2,537,2004
"99,210,392,858",,15-24 years,Chile,6744,Millenials,1369726,male,21.54,295,2004
"99,210,392,858",,25-34 years,Chile,6744,Generation X,1224969,female,5.39,66,2004
"99,210,392,858",,15-24 years,Chile,6744,Millenials,1327931,female,4.44,59,2004
"99,210,392,858",,35-54 years,Chile,6744,Boomers,2157866,female,4.36,94,2004
"99,210,392,858",,75+ years,Chile,6744,Silent,326622,female,3.37,11,2004
"99,210,392,858",,55-74 years,Chile,6744,Silent,1067631,female,2.62,28,2004
"99,210,392,858",,5-14 years,Chile,6744,Millenials,1395929,male,1.07,15,2004
"99,210,392,858",,5-14 years,Chile,6744,Millenials,1348218,female,0.37,5,2004
"122,964,812,046",0.788,75+ years,Chile,8256,Silent,201597,male,34.23,69,2005
"122,964,812,046",0.788,55-74 years,Chile,8256,Silent,959661,male,26.26,252,2005
"122,964,812,046",0.788,35-54 years,Chile,8256,Boomers,2175825,male,23.53,512,2005
"122,964,812,046",0.788,25-34 years,Chile,8256,Generation X,1241761,male,22.47,279,2005
"122,964,812,046",0.788,15-24 years,Chile,8256,Millenials,1388993,male,19.08,265,2005
"122,964,812,046",0.788,35-54 years,Chile,8256,Boomers,2201632,female,4.91,108,2005
"122,964,812,046",0.788,15-24 years,Chile,8256,Millenials,1345647,female,4.61,62,2005
"122,964,812,046",0.788,25-34 years,Chile,8256,Generation X,1222631,female,4.01,49,2005
"122,964,812,046",0.788,55-74 years,Chile,8256,Silent,1101868,female,3.63,40,2005
"122,964,812,046",0.788,5-14 years,Chile,8256,Millenials,1381060,male,1.88,26,2005
"122,964,812,046",0.788,75+ years,Chile,8256,Silent,339162,female,1.77,6,2005
"122,964,812,046",0.788,5-14 years,Chile,8256,Millenials,1333737,female,1.05,14,2005
"154,788,024,806",,75+ years,Chile,10270,Silent,210746,male,38.91,82,2006
"154,788,024,806",,35-54 years,Chile,10270,Boomers,2214294,male,26.96,597,2006
"154,788,024,806",,55-74 years,Chile,10270,Silent,993366,male,25.77,256,2006
"154,788,024,806",,25-34 years,Chile,10270,Generation X,1244997,male,23.05,287,2006
"154,788,024,806",,15-24 years,Chile,10270,Millenials,1407202,male,18.19,256,2006
"154,788,024,806",,35-54 years,Chile,10270,Boomers,2239649,female,5.67,127,2006
"154,788,024,806",,15-24 years,Chile,10270,Millenials,1361962,female,5.43,74,2006
"154,788,024,806",,25-34 years,Chile,10270,Generation X,1223765,female,4,49,2006
"154,788,024,806",,55-74 years,Chile,10270,Silent,1136080,female,2.9,33,2006
"154,788,024,806",,75+ years,Chile,10270,Silent,352617,female,2.27,8,2006
"154,788,024,806",,5-14 years,Chile,10270,Millenials,1367172,male,1.46,20,2006
"154,788,024,806",,5-14 years,Chile,10270,Millenials,1319746,female,0.45,6,2006
"173,605,968,179",,75+ years,Chile,11387,Silent,219367,male,28.72,63,2007
"173,605,968,179",,55-74 years,Chile,11387,Silent,1031049,male,26.19,270,2007
"173,605,968,179",,25-34 years,Chile,11387,Generation X,1251058,male,24.78,310,2007
"173,605,968,179",,35-54 years,Chile,11387,Boomers,2247973,male,23.67,532,2007
"173,605,968,179",,15-24 years,Chile,11387,Millenials,1422332,male,21.23,302,2007
"173,605,968,179",,15-24 years,Chile,11387,Millenials,1375294,female,6.54,90,2007
"173,605,968,179",,25-34 years,Chile,11387,Generation X,1227488,female,6.03,74,2007
"173,605,968,179",,35-54 years,Chile,11387,Boomers,2272322,female,5.63,128,2007
"173,605,968,179",,55-74 years,Chile,11387,Silent,1174419,female,3.58,42,2007
"173,605,968,179",,75+ years,Chile,11387,Silent,365832,female,2.46,9,2007
"173,605,968,179",,5-14 years,Chile,11387,Generation Z,1352835,male,1.4,19,2007
"173,605,968,179",,5-14 years,Chile,11387,Generation Z,1305466,female,0.69,9,2007
"179,638,496,279",,75+ years,Chile,11653,Silent,227419,male,32.54,74,2008
"179,638,496,279",,25-34 years,Chile,11653,Generation X,1260323,male,27.45,346,2008
"179,638,496,279",,55-74 years,Chile,11653,Silent,1072247,male,27.42,294,2008
"179,638,496,279",,35-54 years,Chile,11653,Boomers,2277546,male,27.05,616,2008
"179,638,496,279",,15-24 years,Chile,11653,Millenials,1433674,male,23.02,330,2008
"179,638,496,279",,15-24 years,Chile,11653,Millenials,1384953,female,7.94,110,2008
"179,638,496,279",,25-34 years,Chile,11653,Generation X,1234171,female,6.4,79,2008
"179,638,496,279",,35-54 years,Chile,11653,Boomers,2300364,female,5.87,135,2008
"179,638,496,279",,55-74 years,Chile,11653,Silent,1216310,female,5.26,64,2008
"179,638,496,279",,75+ years,Chile,11653,Silent,378855,female,2.64,10,2008
"179,638,496,279",,5-14 years,Chile,11653,Generation Z,1291313,female,1.24,16,2008
"179,638,496,279",,5-14 years,Chile,11653,Generation Z,1338486,male,1.05,14,2008
"172,389,498,445",,75+ years,Chile,11062,Silent,234780,male,37.48,88,2009
"172,389,498,445",,25-34 years,Chile,11062,Generation X,1273220,male,28.43,362,2009
"172,389,498,445",,55-74 years,Chile,11062,Silent,1116278,male,28.31,316,2009
"172,389,498,445",,35-54 years,Chile,11062,Boomers,2304506,male,26.6,613,2009
"172,389,498,445",,15-24 years,Chile,11062,Millenials,1440637,male,22.91,330,2009
"172,389,498,445",,15-24 years,Chile,11062,Millenials,1390368,female,7.34,102,2009
"172,389,498,445",,25-34 years,Chile,11062,Generation X,1244249,female,6.83,85,2009
"172,389,498,445",,35-54 years,Chile,11062,Boomers,2325328,female,6.67,155,2009
"172,389,498,445",,55-74 years,Chile,11062,Silent,1260914,female,4.68,59,2009
"172,389,498,445",,75+ years,Chile,11062,Silent,391659,female,3.06,12,2009
"172,389,498,445",,5-14 years,Chile,11062,Generation Z,1324547,male,1.13,15,2009
"172,389,498,445",,5-14 years,Chile,11062,Generation Z,1277663,female,0.86,11,2009
"218,537,551,220",0.814,75+ years,Chile,13874,Silent,241464,male,40.59,98,2010
"218,537,551,220",0.814,35-54 years,Chile,13874,Generation X,2329802,male,26.05,607,2010
"218,537,551,220",0.814,25-34 years,Chile,13874,Generation X,1289792,male,23.8,307,2010
"218,537,551,220",0.814,55-74 years,Chile,13874,Silent,1162662,male,23.48,273,2010
"218,537,551,220",0.814,15-24 years,Chile,13874,Millenials,1442868,male,21.83,315,2010
"218,537,551,220",0.814,15-24 years,Chile,13874,Millenials,1391250,female,6.47,90,2010
"218,537,551,220",0.814,35-54 years,Chile,13874,Generation X,2348223,female,6.39,150,2010
"218,537,551,220",0.814,25-34 years,Chile,13874,Generation X,1257779,female,6.2,78,2010
"218,537,551,220",0.814,55-74 years,Chile,13874,Silent,1307594,female,3.44,45,2010
"218,537,551,220",0.814,75+ years,Chile,13874,Silent,404348,female,2.47,10,2010
"218,537,551,220",0.814,5-14 years,Chile,13874,Generation Z,1311312,male,1.37,18,2010
"218,537,551,220",0.814,5-14 years,Chile,13874,Generation Z,1264757,female,0.79,10,2010
"252,251,992,029",0.821,75+ years,Chile,15854,Silent,250197,male,35.57,89,2011
"252,251,992,029",0.821,55-74 years,Chile,15854,Boomers,1205080,male,28.13,339,2011
"252,251,992,029",0.821,25-34 years,Chile,15854,Millenials,1309717,male,25.2,330,2011
"252,251,992,029",0.821,35-54 years,Chile,15854,Generation X,2350457,male,24.46,575,2011
"252,251,992,029",0.821,15-24 years,Chile,15854,Millenials,1441346,male,21.65,312,2011
"252,251,992,029",0.821,35-54 years,Chile,15854,Generation X,2367343,female,6.67,158,2011
"252,251,992,029",0.821,25-34 years,Chile,15854,Millenials,1274974,female,5.26,67,2011
"252,251,992,029",0.821,15-24 years,Chile,15854,Millenials,1388507,female,4.97,69,2011
"252,251,992,029",0.821,55-74 years,Chile,15854,Boomers,1351263,female,3.7,50,2011
"252,251,992,029",0.821,75+ years,Chile,15854,Silent,417296,female,3.35,14,2011
"252,251,992,029",0.821,5-14 years,Chile,15854,Generation Z,1253907,female,0.96,12,2011
"252,251,992,029",0.821,5-14 years,Chile,15854,Generation Z,1300696,male,0.92,12,2011
"267,122,320,057",0.827,75+ years,Chile,16617,Silent,258082,male,39.13,101,2012
"267,122,320,057",0.827,25-34 years,Chile,16617,Millenials,1333713,male,23.92,319,2012
"267,122,320,057",0.827,35-54 years,Chile,16617,Generation X,2370451,male,23.41,555,2012
"267,122,320,057",0.827,55-74 years,Chile,16617,Boomers,1250017,male,22.8,285,2012
"267,122,320,057",0.827,15-24 years,Chile,16617,Millenials,1435400,male,16.86,242,2012
"267,122,320,057",0.827,35-54 years,Chile,16617,Generation X,2385205,female,5.79,138,2012
"267,122,320,057",0.827,25-34 years,Chile,16617,Millenials,1296016,female,4.78,62,2012
"267,122,320,057",0.827,15-24 years,Chile,16617,Millenials,1381401,female,4.49,62,2012
"267,122,320,057",0.827,55-74 years,Chile,16617,Boomers,1397521,female,3.72,52,2012
"267,122,320,057",0.827,75+ years,Chile,16617,Silent,429697,female,2.33,10,2012
"267,122,320,057",0.827,5-14 years,Chile,16617,Generation Z,1292347,male,0.62,8,2012
"267,122,320,057",0.827,5-14 years,Chile,16617,Generation Z,1245397,female,0.56,7,2012
"278,384,332,694",0.83,75+ years,Chile,17140,Silent,265665,male,30.87,82,2013
"278,384,332,694",0.83,55-74 years,Chile,17140,Boomers,1296922,male,22.21,288,2013
"278,384,332,694",0.83,25-34 years,Chile,17140,Millenials,1359760,male,21.92,298,2013
"278,384,332,694",0.83,35-54 years,Chile,17140,Generation X,2389789,male,21.59,516,2013
"278,384,332,694",0.83,15-24 years,Chile,17140,Millenials,1425807,male,15.71,224,2013
"278,384,332,694",0.83,35-54 years,Chile,17140,Generation X,2401833,female,5.41,130,2013
"278,384,332,694",0.83,15-24 years,Chile,17140,Millenials,1370723,female,4.38,60,2013
"278,384,332,694",0.83,25-34 years,Chile,17140,Millenials,1318935,female,3.94,52,2013
"278,384,332,694",0.83,55-74 years,Chile,17140,Boomers,1445681,female,3.74,54,2013
"278,384,332,694",0.83,75+ years,Chile,17140,Silent,442189,female,3.17,14,2013
"278,384,332,694",0.83,5-14 years,Chile,17140,Generation Z,1285975,male,0.93,12,2013
"278,384,332,694",0.83,5-14 years,Chile,17140,Generation Z,1238965,female,0.65,8,2013
"260,584,090,571",0.832,75+ years,Chile,15883,Silent,273608,male,33.62,92,2014
"260,584,090,571",0.832,55-74 years,Chile,15883,Boomers,1345116,male,22.9,308,2014
"260,584,090,571",0.832,35-54 years,Chile,15883,Generation X,2408469,male,22.25,536,2014
"260,584,090,571",0.832,25-34 years,Chile,15883,Millenials,1384843,male,20.87,289,2014
"260,584,090,571",0.832,15-24 years,Chile,15883,Millenials,1413924,male,16.83,238,2014
"260,584,090,571",0.832,35-54 years,Chile,15883,Generation X,2417192,female,5.25,127,2014
"260,584,090,571",0.832,25-34 years,Chile,15883,Millenials,1340788,female,4.47,60,2014
"260,584,090,571",0.832,15-24 years,Chile,15883,Millenials,1357865,female,4.27,58,2014
"260,584,090,571",0.832,55-74 years,Chile,15883,Boomers,1494867,female,3.48,52,2014
"260,584,090,571",0.832,75+ years,Chile,15883,Silent,455627,female,1.76,8,2014
"260,584,090,571",0.832,5-14 years,Chile,15883,Generation Z,1280751,male,0.94,12,2014
"260,584,090,571",0.832,5-14 years,Chile,15883,Generation Z,1233817,female,0.73,9,2014
"243,999,477,738",,75+ years,Chile,14729,Silent,282308,male,41.44,117,2015
"243,999,477,738",,55-74 years,Chile,14729,Boomers,1394272,male,21.59,301,2015
"243,999,477,738",,35-54 years,Chile,14729,Generation X,2426719,male,21.14,513,2015
"243,999,477,738",,25-34 years,Chile,14729,Millenials,1406921,male,21.04,296,2015
"243,999,477,738",,15-24 years,Chile,14729,Millenials,1400822,male,15.99,224,2015
"243,999,477,738",,35-54 years,Chile,14729,Generation X,2431495,female,5.59,136,2015
"243,999,477,738",,55-74 years,Chile,14729,Boomers,1544550,female,5.05,78,2015
"243,999,477,738",,25-34 years,Chile,14729,Millenials,1359598,female,4.85,66,2015
"243,999,477,738",,15-24 years,Chile,14729,Millenials,1343941,female,4.76,64,2015
"243,999,477,738",,75+ years,Chile,14729,Silent,470618,female,4.46,21,2015
"243,999,477,738",,5-14 years,Chile,14729,Generation Z,1228869,female,1.06,13,2015
"243,999,477,738",,5-14 years,Chile,14729,Generation Z,1275612,male,0.71,9,2015
"34,894,411,352",0.573,75+ years,Colombia,1393,G.I. Generation,123400,male,17.02,21,1985
"34,894,411,352",0.573,55-74 years,Colombia,1393,G.I. Generation,1015200,male,11.13,113,1985
"34,894,411,352",0.573,25-34 years,Colombia,1393,Boomers,2323700,male,8.31,193,1985
"34,894,411,352",0.573,15-24 years,Colombia,1393,Generation X,3190200,male,8.02,256,1985
"34,894,411,352",0.573,35-54 years,Colombia,1393,Silent,2451100,male,7.67,188,1985
"34,894,411,352",0.573,15-24 years,Colombia,1393,Generation X,3140700,female,3.73,117,1985
"34,894,411,352",0.573,25-34 years,Colombia,1393,Boomers,2276100,female,1.98,45,1985
"34,894,411,352",0.573,75+ years,Colombia,1393,G.I. Generation,174000,female,1.72,3,1985
"34,894,411,352",0.573,35-54 years,Colombia,1393,Silent,2403500,female,1.29,31,1985
"34,894,411,352",0.573,55-74 years,Colombia,1393,G.I. Generation,1150600,female,1.04,12,1985
"34,894,411,352",0.573,5-14 years,Colombia,1393,Generation X,3443900,male,0.35,12,1985
"34,894,411,352",0.573,5-14 years,Colombia,1393,Generation X,3360000,female,0.3,10,1985
"34,942,489,684",,75+ years,Colombia,1366,G.I. Generation,126000,male,10.32,13,1986
"34,942,489,684",,15-24 years,Colombia,1366,Generation X,3258100,male,7.98,260,1986
"34,942,489,684",,25-34 years,Colombia,1366,Boomers,2373200,male,7.96,189,1986
"34,942,489,684",,55-74 years,Colombia,1366,G.I. Generation,1036800,male,7.81,81,1986
"34,942,489,684",,35-54 years,Colombia,1366,Silent,2503200,male,7.47,187,1986
"34,942,489,684",,15-24 years,Colombia,1366,Generation X,3207600,female,3.77,121,1986
"34,942,489,684",,25-34 years,Colombia,1366,Boomers,2324500,female,2.06,48,1986
"34,942,489,684",,55-74 years,Colombia,1366,G.I. Generation,1175000,female,1.11,13,1986
"34,942,489,684",,35-54 years,Colombia,1366,Silent,2454600,female,1.06,26,1986
"34,942,489,684",,5-14 years,Colombia,1366,Generation X,3431600,female,0.29,10,1986
"34,942,489,684",,5-14 years,Colombia,1366,Generation X,3517300,male,0.28,10,1986
"34,942,489,684",,75+ years,Colombia,1366,G.I. Generation,177700,female,0,0,1986
"36,373,307,085",,15-24 years,Colombia,1299,Generation X,3533143,male,8.52,301,1987
"36,373,307,085",,55-74 years,Colombia,1299,G.I. Generation,1044703,male,8.23,86,1987
"36,373,307,085",,75+ years,Colombia,1299,G.I. Generation,183612,male,7.62,14,1987
"36,373,307,085",,25-34 years,Colombia,1299,Boomers,2615813,male,7.34,192,1987
"36,373,307,085",,35-54 years,Colombia,1299,Silent,2567656,male,5.73,147,1987
"36,373,307,085",,15-24 years,Colombia,1299,Generation X,3468807,female,3.4,118,1987
"36,373,307,085",,25-34 years,Colombia,1299,Boomers,2651735,female,1.09,29,1987
"36,373,307,085",,35-54 years,Colombia,1299,Silent,2755678,female,0.98,27,1987
"36,373,307,085",,55-74 years,Colombia,1299,G.I. Generation,1210423,female,0.83,10,1987
"36,373,307,085",,75+ years,Colombia,1299,G.I. Generation,257621,female,0.78,2,1987
"36,373,307,085",,5-14 years,Colombia,1299,Generation X,3924075,male,0.41,16,1987
"36,373,307,085",,5-14 years,Colombia,1299,Generation X,3796166,female,0.24,9,1987
"39,212,550,050",,75+ years,Colombia,1369,G.I. Generation,190910,male,14.14,27,1988
